Type,geneName,pvalue1,median
RNA,ABCC8,0.06389469221530765,0.13765172
RNA,CACNG3,0.5168834754351972,0.0
RNA,TMEM132A,0.054311472596162584,2.949127746
RNA,AP2B1,0.45685337238284407,5.082851585
RNA,TAC1,0.4637052543171907,0.0
RNA,ZNF263,0.4727872485303707,4.191862655
RNA,CX3CL1,0.20654874521928862,2.212855671
RNA,SPATA20,0.5887122332012593,4.040611928
RNA,CACNA1G,0.7886367525311707,0.067755725
RNA,TNFRSF12A,0.32527697507339004,4.855800381
RNA,DLX6,0.5167936826124753,0.048978271
RNA,MAP3K9,0.13919590078831087,2.282573244
RNA,RALA,0.39596894166171515,3.871547984
RNA,BAIAP2L1,0.007013726086317166,3.912046221
RNA,KDM7A,0.3608975084932614,3.419189636
RNA,ETV1,0.9443262877754955,3.523085161
RNA,AGK,0.3973287161538548,4.016835025
RNA,ALDH3B1,0.6664976146030176,2.956569685
RNA,TTC22,0.1031311609137676,1.700777047
RNA,PHTF2,0.8038220004987732,3.656679413
RNA,CCL26,0.18256336657880307,0.609264211
RNA,FARP2,0.6344192382636205,4.079582916
RNA,USH1C,0.6602242535401044,0.196065617
RNA,GGCT,0.7214224336659845,5.371032566
RNA,DBF4,0.6321583653475594,3.035917697
RNA,TBXA2R,0.8498088081407765,0.16857529
RNA,IFRD1,0.021218251660835092,4.764988328
RNA,LGALS14,0.8877633106119147,0.0
RNA,COX10,0.5918526922300111,2.436503013
RNA,GTF2IRD1,0.31642878753021314,2.566617911
RNA,PAF1,0.7535292272010423,3.310533533
RNA,VPS41,0.8062782361796332,5.573104844
RNA,ARHGAP44,0.12356118749956892,1.988630159
RNA,ELAC2,0.5080778112254196,4.154113294
RNA,SCIN,0.6606289135603279,2.727162432
RNA,ARSD,0.9567471966954746,3.988557451
RNA,PNPLA4,0.8155057257835339,2.468301788
RNA,MYH13,0.5689989535309119,0.009246832
RNA,ADIPOR2,0.5813204846001105,3.968072315
RNA,CDKL3,0.7973852322415012,0.815793456
RNA,UPP2,0.2888881685802638,0.14710347
RNA,PRSS21,0.896775861784244,0.770376614
RNA,MARK4,0.9907698712221109,2.241940833
RNA,PROM1,0.13149395318588045,1.798150079
RNA,CCDC124,0.05792938614354019,3.000937447
RNA,CEACAM21,0.06907402633348714,0.986069381
RNA,PAFAH1B1,0.9250698898037859,5.590101953
RNA,NOS2,0.6908956601125433,0.164218612
RNA,DNAH9,0.5516212597122103,0.612639358
RNA,KIAA0100,0.4804578058899184,5.500005292
RNA,SLC13A2,0.06961837063791855,0.029264873
RNA,GAS7,0.9761897723206004,2.844013984
RNA,TRAPPC6A,0.1613122884133154,3.456655039
RNA,MATK,0.06719801520647234,1.138716189
RNA,CEACAM7,0.8526570150428592,0.303989942
RNA,CD79B,0.010381528690153356,1.81750047
RNA,SCN4A,0.5402739523895409,0.028403657
RNA,ST7L,0.6532024075620753,3.379680565
RNA,TKTL1,0.24479258756160807,0.040766211
RNA,PAX6,0.23757546347196865,0.114613561
RNA,RPUSD1,0.8992627860884825,2.638808324
RNA,RHBDF1,0.510901373034885,3.15662475
RNA,LUC7L,0.7730897166082914,5.011831048
RNA,CACNA2D2,0.5614307335850555,1.703840467
RNA,BAIAP3,0.8564931564399545,1.049784089
RNA,TSR3,0.6213930104860699,3.973023425
RNA,PIGQ,0.6053322187756608,3.263549777
RNA,CRAMP1,0.708704959737745,2.21099973
RNA,TEAD3,0.24414804654043049,2.080510999
RNA,SELE,0.7631077763548545,0.627019369
RNA,DNAJC11,0.4662693074515767,3.719720106
RNA,FMO3,0.6638447794574438,2.589955195
RNA,MYLIP,0.08436389458006553,3.75113161
RNA,NOX1,0.9177176955554013,0.128237962
RNA,E2F2,0.34699649703957713,0.819081177
RNA,PSMB1,0.5196277821462114,6.538251024
RNA,SYN1,0.036278527659383594,0.098775269
RNA,JARID2,0.8696798904323239,2.477032244
RNA,CDKL5,0.9993471849783843,2.227750316
RNA,CAMK1G,0.9162538282623713,0.285261346
RNA,CDK11A,0.5147647401707327,3.206741671
RNA,NADK,0.3733630556274593,4.604563607
RNA,TFAP2B,0.03288055634680734,0.012166737
RNA,TFAP2D,0.6073783167863467,0.036064392
RNA,DLEC1,0.7543922124999621,1.037874166
RNA,CYTH3,0.8805144062143196,3.277855345
RNA,ADAM22,0.1480940197511754,1.091693065
RNA,SYPL1,0.7495304532855611,5.057125304
RNA,CYB561,0.6661799061434847,4.297492252
RNA,SPAG9,0.4337838184107353,5.767186005
RNA,CELSR3,0.0032147984114308473,0.617540166
RNA,AASS,0.4682647478855486,3.55482212
RNA,PLEKHG6,0.0370568438756941,1.764813218
RNA,SS18L2,0.4622997903501892,3.665699743
RNA,MPND,0.3156345150472375,2.068643298
RNA,MGST1,0.27750088976539944,5.844174717
RNA,CRY1,0.3483069501720282,3.005816746
RNA,PGLYRP1,0.4724880227345857,0.053287925
RNA,NFIX,0.4169761635556427,2.847119
RNA,ST3GAL1,0.02340377058854146,3.87048309
RNA,MMP25,0.036431050547793026,0.615976504
RNA,IL32,0.8130536576854892,4.918748771
RNA,PKD1,0.3158915728455257,2.768836434
RNA,MAPK8IP2,0.21096789651147743,0.321551791
RNA,MED24,0.2339132458383933,3.701205253
RNA,RHOBTB2,0.7221752012279418,2.650863339
RNA,HEATR5B,0.6345148255708937,3.712793849
RNA,SEC62,0.8429489034552344,4.834857824
RNA,RPS20,0.6442594100149956,9.532601387
RNA,CSDE1,0.990015785771949,7.121502436
RNA,UBE3C,0.1382783574434406,4.914038246
RNA,REV3L,0.780004177234295,3.803650688
RNA,TENM1,0.3849687996006512,0.497752349
RNA,PAX7,0.4305902264444751,0.008152674
RNA,MASP2,0.6022646787158368,0.784878323
RNA,IYD,0.6073533121724138,0.91025373
RNA,FAM76A,0.22238913360823573,2.570987452
RNA,TRAF3IP3,0.1362488945027861,2.882414156
RNA,POMT2,0.7140292262511541,2.77382547
RNA,VTA1,0.9994059023540491,4.255039904
RNA,MLXIPL,0.4519357245692024,0.385413366
RNA,BAZ1B,0.6968426049452322,4.527727208
RNA,RANBP9,0.8279973969577257,4.058065344
RNA,ETV7,0.9563692193634258,2.029682568
RNA,SPRTN,0.8078404821423182,2.857758106
RNA,EEF1AKNMT,0.3349615714220622,3.413217655
RNA,DYRK4,0.2673892408180918,4.030141822
RNA,ZNF207,0.6759363761106632,6.475517821
RNA,UQCRC1,0.26786585654462514,5.427773762
RNA,STARD3NL,0.9340610477464573,4.253028662
RNA,CD9,0.15100726444459064,7.044131787
RNA,HHATL,0.7799670610663856,0.097400444
RNA,NCAPD2,0.9439297348469735,3.926957733
RNA,IFFO1,0.9568373432541989,1.865681314
RNA,GIPR,0.46946773093805017,0.989423884
RNA,PHF7,0.17105422866325926,1.576251229
RNA,SEMA3G,0.035912584443764,0.771355719
RNA,NISCH,0.4833337311163638,4.157876416
RNA,STAB1,0.11827986220768018,3.694568225
RNA,FUZ,0.6375276721348957,2.158957408
RNA,SLC6A13,0.40706445392620405,0.255182852
RNA,IDS,0.5430334500174385,4.773701006
RNA,PRSS3,0.2662386088800968,0.202085417
RNA,ZNF200,0.25929246817598395,2.472503368
RNA,CD4,0.355876130153129,3.786596362
RNA,LRRC23,0.7649973642110988,2.677363909
RNA,BTK,0.2467967323074114,2.986547461
RNA,HFE,0.804228151104163,2.764254848
RNA,SCMH1,0.6287954867736785,3.248375439
RNA,FYN,0.6748414998932561,4.576213733
RNA,HIVEP2,0.11253884061274703,3.022255944
RNA,FMO1,0.3179458693197914,1.237257771
RNA,ELOA,0.6815132512017448,3.924337464
RNA,LYPLA2,0.524075093539704,4.104982373
RNA,CLCN6,0.5782426255782339,2.583213375
RNA,MRC2,0.3078533279094267,3.636647819
RNA,NME1-NME2,0.9852174347178572,1.880838308
RNA,SLC6A7,0.4054337648825429,0.054466486
RNA,TSPAN9,0.9208191788948775,3.240352495
RNA,BTBD7,0.6368535639808248,3.267475872
RNA,APBA3,0.8299517034014635,2.884734663
RNA,MKS1,0.622328211799333,3.003127256
RNA,ABHD5,0.05632541181829607,3.618778978
RNA,ANOS1,0.677936500412821,2.644202395
RNA,AKAP8L,0.8014938327252179,4.491949273
RNA,MBTD1,0.30692018884743644,3.306756568
RNA,UTP18,0.25955480392098307,4.105996481
RNA,RNF216,0.9816521671470431,3.97977843
RNA,TTC19,0.5693179274614348,4.149909668
RNA,PTBP1,0.3554629434809876,4.966407394
RNA,DPF1,0.21718051822973708,0.14774693
RNA,SYT7,0.17169533224949018,1.365166196
RNA,LARS2,0.03934032448661798,2.919778641
RNA,PIK3C2A,0.6777663611998517,4.644992586
RNA,PLAUR,0.06837253609267184,4.701942667
RNA,ANLN,0.01506785202939045,3.504569548
RNA,WIZ,0.26073776036982255,1.66021672
RNA,RABGAP1,0.22014505038413532,4.49209032
RNA,DCN,0.0822982553231512,7.58943393
RNA,QPCTL,0.6044043841847309,1.493047794
RNA,PPP5C,0.29450976588281996,4.042372931
RNA,CEP68,0.5594826156660483,2.833171439
RNA,MAP4K3,0.3071706273560583,4.394191708
RNA,ZBTB32,0.3671628104631999,0.949540162
RNA,TYROBP,0.4677812894001654,5.016072827
RNA,TMEM159,0.5418630781795385,4.433126376
RNA,GABRA3,0.7869379917394259,0.057792666
RNA,BRCA1,0.04132562781062949,2.570348774
RNA,ERCC1,0.5089185063400343,4.392695222
RNA,CD22,0.43615204795005713,2.179380469
RNA,SEMA3B,0.8094952297981317,2.175256316
RNA,MBTPS2,0.5778197169271845,2.48437276
RNA,PRICKLE3,0.9890003119574179,2.170069264
RNA,LTF,0.3991090438660956,3.554232738
RNA,EXTL3,0.4246064478572974,2.446462693
RNA,NR1H4,0.3323530514697163,0.049120507
RNA,ELOVL5,0.9177234650674277,5.192916121
RNA,ALOX5,0.6116225546807397,4.009553206
RNA,KDM5D,0.730929963473689,3.309701529
RNA,CALCOCO1,0.9592998827795787,4.860709584
RNA,UBR7,0.6076816560564455,3.306711371
RNA,MAP4K5,0.40812385479862934,4.346077535
RNA,EHD3,0.9312346131731157,1.599651051
RNA,PSMC4,0.18410513737774337,4.967961687
RNA,MAN2B2,0.6348820773383046,2.955065389
RNA,SLC7A14,0.6349913529038238,0.016012726
RNA,CLDN11,0.9030218612384786,0.840500295
RNA,SLC25A39,0.055592072764570115,4.668306372
RNA,MVP,0.4933150924775962,6.189557734
RNA,NUB1,0.5319774221188074,4.584824236
RNA,PGM3,0.5289293255121628,4.522909459
RNA,RWDD2A,0.8444690427201617,1.413382862
RNA,CLK1,0.42461587225614983,5.906717462
RNA,POLR3B,0.4696107503125563,2.293817762
RNA,ANGEL1,0.8451136699671564,2.842021409
RNA,RNF14,0.9547554577685242,4.563756078
RNA,DNASE1L1,0.8087270598196316,3.359365142
RNA,DDX11,0.15475423572715954,3.308155519
RNA,HEBP1,0.46988631049760576,3.322833823
RNA,GPRC5A,0.615970699716352,5.344349176
RNA,MAMLD1,0.19793185161936763,0.585123112
RNA,CD6,0.7920305325513995,1.478940751
RNA,TACC3,0.11947627926027808,3.021923839
RNA,UFL1,0.6206347251293467,3.646220272
RNA,POLA2,0.7153438958957372,2.755588375
RNA,ZC3H3,0.1189115564239093,1.757326266
RNA,CAPN1,0.0015777428646096597,5.233815218
RNA,ACPP,0.5677944602172004,2.395216386
RNA,MDH1,0.6391613931855917,6.057194637
RNA,SLC30A9,0.5441013875202887,4.867155163
RNA,MTMR11,0.7359592717491574,2.35722261
RNA,COX15,0.4367050079990821,3.78648136
RNA,CCDC88C,0.9867377954785569,3.970393538
RNA,YAF2,0.8190380437805354,3.540919995
RNA,ZMYND11,0.32213667908100774,4.489054762
RNA,WAS,0.22063629671965163,1.77316506
RNA,DPEP1,0.5019810784466793,0.872538813
RNA,BID,0.13163498146385152,4.004483415
RNA,MATR3,0.5073395299591918,7.106390199
RNA,NPC1L1,0.5751342371779381,0.060967371
RNA,XYLT2,0.3260084208365746,3.240567733
RNA,RGPD5,0.6801754333219826,4.527933592
RNA,STMN4,0.503522542331304,0.0
RNA,NUDCD3,0.4724265619907968,4.955201193
RNA,ISL1,0.22650151677589947,0.026499806
RNA,CHDH,0.1735800873073236,1.632217022
RNA,IL20RA,0.9222739072619573,1.429749851
RNA,CLCA1,0.9358766133110343,0.0
RNA,CLCA4,0.22678934100839576,0.044339558
RNA,GLT8D1,0.9214420482646339,4.434134458
RNA,ATP2C1,0.9647958407471343,5.479579808
RNA,IGF1,0.9837934438821896,1.924818203
RNA,SLC38A5,0.5008190756900242,2.179600221
RNA,RALBP1,0.6859776955953097,3.911049176
RNA,RUFY3,0.991830718338136,4.747833138
RNA,CNTN1,0.7538575935069909,1.734386637
RNA,SLC11A1,0.017607655712321858,3.169844849
RNA,WWTR1,0.7949309533565757,3.710911103
RNA,AGPS,0.7152343386557123,4.263778104
RNA,CXorf56,0.7927657248122628,4.107394949
RNA,ATP1A2,0.015893525647952367,0.204396171
RNA,TTC27,0.628601729362575,3.102083626
RNA,ZNF582,0.20422984680819448,1.19483721
RNA,VSIG2,0.050582817965705684,2.351277789
RNA,PHLDB1,0.31777587541845126,4.04506722
RNA,MARCO,0.20384759663594829,3.506919245
RNA,CYP24A1,0.18013524151996735,1.460983648
RNA,PRDM11,0.590877934284969,1.75827759
RNA,SYT13,0.504903171985088,0.150178807
RNA,SNAI2,0.8439247717631884,1.686451223
RNA,CD74,0.5399207054795556,9.114970798
RNA,HGF,0.056300206762471834,2.906151747
RNA,ZRANB1,0.7424643248843175,3.122666093
RNA,NCDN,0.46191731068703135,2.401155315
RNA,ADGRA2,0.05982574578399668,1.237190454
RNA,ZFP64,0.4357438483174868,2.391388303
RNA,MNAT1,0.15805461737030382,4.789812702
RNA,SAMD4A,0.11649753427288473,3.111720769
RNA,RUNX3,0.7266860850931944,1.171001812
RNA,MRE11,0.7746864550356982,3.771082684
RNA,PLEKHB1,0.2934882902819945,2.087361
RNA,SERPINB1,0.21758227433019736,5.394202
RNA,CYP3A43,0.8666572811231272,0.045149369
RNA,SLC7A9,0.9993071299348159,0.223559708
RNA,SPAST,0.6210690285793508,3.550826805
RNA,NRXN3,0.780328281062509,1.441425048
RNA,OSBPL5,0.12517860294713637,2.530959664
RNA,AQR,0.35278177989790516,3.773500577
RNA,CPS1,0.8080274727147844,0.771750386
RNA,C8B,0.6673367862111058,0.18420538
RNA,FHL1,0.08405936405074547,2.972159585
RNA,RTF2,0.518297689598676,5.116755655
RNA,GABRA1,0.7708455278908825,0.0
RNA,NLRP2,0.8845085437045502,1.183054515
RNA,SLC45A4,0.5413718420166174,3.355319379
RNA,RNF10,0.8871713358081661,5.161351609
RNA,ZNF839,0.896490296352818,2.681773076
RNA,ZDHHC6,0.4621875391478877,3.871902774
RNA,GRAMD1B,0.7209978383890279,1.432799099
RNA,RNH1,0.907867238554996,5.540938588
RNA,NDUFS1,0.277875006845813,5.006841064
RNA,RB1CC1,0.4439746092028414,4.168168654
RNA,ERP44,0.7637060104150509,3.049008602
RNA,ALAS1,0.21958529950159988,4.210061509
RNA,BIRC3,0.6615524863987319,3.880773671
RNA,AKAP11,0.8040109330091987,3.232913974
RNA,GLRX2,0.5359910303160165,3.092675967
RNA,SNAPC1,0.7828701311658864,2.403322266
RNA,DERA,0.28266244842099664,4.390158636
RNA,STRAP,0.35100970046841606,5.138282041
RNA,ABCC2,0.9850969219326543,0.606460232
RNA,DEF6,0.739636284379118,3.455066772
RNA,PLEKHO1,0.7082402041322073,3.906592408
RNA,GCLM,0.5053947704401447,2.785613322
RNA,UBR2,0.8816693322099532,3.802813598
RNA,EHD2,0.38708851133335054,2.662829849
RNA,DEPDC1,0.14675712615750539,1.616898724
RNA,CCDC28A,0.9366113864944763,3.523361219
RNA,RRAGD,0.7064473374649141,3.128829527
RNA,HSF2,0.3946498697589178,2.774289475
RNA,PHF20,0.49167683572679866,4.201586816
RNA,HSD17B6,0.11410268779590953,2.510280908
RNA,NR1H3,0.22563708449940262,3.872208218
RNA,TYMP,0.7429182243193185,6.009752493
RNA,NCAPH2,0.7240823833173268,3.912515744
RNA,TOMM34,0.8367636403332023,2.913739617
RNA,SEC63,0.6607798466483048,4.509702175
RNA,KPNA6,0.9606979334092717,3.994923613
RNA,VIM,0.6022111761067217,7.959793335
RNA,RTEL1-TNFRSF6B,0.3231845746529254,1.532132402
RNA,FAS,0.892884395418319,3.977115035
RNA,RNASET2,0.7918533792401726,5.248098349
RNA,CD44,0.8918036966436336,7.070013577
RNA,KCNG1,0.06543099278816883,0.124566359
RNA,AGPAT4,0.5691507597499801,2.259374941
RNA,SLAMF7,0.1502129112672344,3.092227739
RNA,BTN3A1,0.5330361776899922,4.64949475
RNA,MIPEP,0.6273354474860733,2.685659877
RNA,PRKCH,0.2027126765877498,4.279738712
RNA,INSRR,0.2632042022685564,0.010774111
RNA,IFNGR1,0.5405688661589527,5.859559633
RNA,B4GALT7,0.9857423447608891,3.430017587
RNA,SH2D2A,0.7412169632749261,1.157871567
RNA,VRK2,0.28408675652148113,3.431532036
RNA,TNFRSF1B,0.706135428327603,3.058016841
RNA,VEZT,0.6958779870219223,5.487695355
RNA,POU2F2,0.48010415809792784,0.885108879
RNA,BRD9,0.0051806801475750095,4.106968016
RNA,SNX1,0.8252768615045633,4.745646092
RNA,TBPL1,0.2442634068931236,3.57244103
RNA,ARNTL2,0.08120095847151573,2.828176606
RNA,BCLAF1,0.35505896419380556,6.11709033
RNA,SLC39A9,0.732622964809616,4.369927067
RNA,ANK1,0.7363753239718787,0.30670204
RNA,IBSP,0.6191223324903881,0.17687804
RNA,TFB1M,0.7862093684868385,3.54098197
RNA,RABEP1,0.9819136430473704,4.044210492
RNA,HMGB3,0.5656581826086056,4.922107439
RNA,NUP160,0.7907217699982929,4.414981143
RNA,BAK1,0.47939582081688337,3.07985765
RNA,MUSK,0.26094016081617544,0.470808589
RNA,IKZF2,0.12351748863663611,3.70202581
RNA,GRN,0.754564955117075,6.868304017
RNA,FAM13B,0.6227082362302435,4.017396386
RNA,ARHGAP31,0.950438919018058,2.47187157
RNA,CENPQ,0.9410762109055888,2.057211103
RNA,SARS,0.9990022220799528,5.5892901
RNA,RANBP3,0.2713230795884951,3.68292157
RNA,ARID4A,0.7136555769973882,3.38877504
RNA,EIPR1,0.9048729249187882,3.709808942
RNA,PNPLA6,0.8023629782930845,3.493544866
RNA,IFT88,0.8417550945071688,3.041148342
RNA,ALG1,0.8215100203110957,3.429144585
RNA,ZCCHC8,0.9534558360061391,3.580531438
RNA,ABCF2,0.026089802567165227,2.725590663
RNA,CHPF2,0.2813835821502561,3.732670797
RNA,LRRC7,0.3959810492955468,0.280202116
RNA,FUT8,0.7000854742634213,4.857070317
RNA,UBA6,0.3999905325570069,4.799196126
RNA,GAB2,0.6415675156411675,2.38604388
RNA,ATP6V0A1,0.39448654282969353,4.550223473
RNA,PIAS1,0.6276550009929018,3.729411376
RNA,SLC4A7,0.13809353324911036,4.343208816
RNA,APBA2,0.5425835958299541,2.172740317
RNA,MAP2K3,0.3502787139885136,3.257685026
RNA,EFCAB1,0.7276634467987859,1.134050041
RNA,TMSB10,0.45534377779584323,10.71961984
RNA,ASTE1,0.275949111968104,2.329717778
RNA,RNF19A,0.3154055573364921,5.750472519
RNA,PEX3,0.8314702571709947,3.063247514
RNA,GABARAPL2,0.49236634779272703,5.310561889
RNA,MYOC,0.03316074131767585,0.09729256
RNA,SH3YL1,0.2475351003829589,4.973243897
RNA,FAM136A,0.3770803309268994,4.105091361
RNA,VCL,0.6805311994298335,4.782523892
RNA,DEPDC1B,0.3008011575645215,1.655709023
RNA,DAPK2,0.4574141244618537,2.882077598
RNA,NSMAF,0.9886636093348711,4.286348908
RNA,ADSS,0.808365839540744,4.728219851
RNA,STAP1,0.12498070556046736,1.09966551
RNA,TIMP2,0.4500209751932599,4.269115456
RNA,RFC1,0.03646023984577842,4.352807951
RNA,TBC1D23,0.7630876005184081,4.132946928
RNA,CUL3,0.64757140568208,4.736826728
RNA,MYOM2,0.3905446260421087,0.96645557
RNA,OTC,0.38389175338770853,0.044403912
RNA,CYP46A1,0.5602417133453046,0.382794503
RNA,AC118549.1,0.7826344522554987,4.476452978
RNA,SLC18A1,0.18372921408424575,0.038329415
RNA,USP2,0.3919442544638774,0.522881345
RNA,CASR,0.943697138295645,0.055817587
RNA,TUBG2,0.6996603826106786,2.479735002
RNA,RPL26L1,0.25668269018815654,4.10844082
RNA,FLT4,0.2343911759896014,1.668999545
RNA,NSUN2,0.11743184237975662,4.780336349
RNA,FBXO42,0.72522469878159,2.996068715
RNA,MFAP3,0.9486334936932029,4.179407542
RNA,MRI1,0.32083604547544886,3.131737631
RNA,METTL1,0.8733601991288555,2.743657141
RNA,HOXC8,0.7414738195225955,0.079623191
RNA,AGA,0.4918472714825445,3.891574725
RNA,PI4K2B,0.3105773306046949,3.735153875
RNA,BOD1L1,0.8748036481767896,4.006019692
RNA,MAT2B,0.6153601946474176,4.969357739
RNA,TLL1,0.8475113646801372,0.945902804
RNA,EDC4,0.5984555360099273,3.38825981
RNA,TRIO,0.02624888606468137,6.189253297
RNA,VCAN,0.4343704902221629,5.672626174
RNA,CLEC16A,0.2588169254107139,3.206397857
RNA,MSR1,0.7203216389838897,4.929085571
RNA,CDH1,0.19166302209582814,5.754155282
RNA,MTREX,0.15471216632228865,4.57655237
RNA,DNAH5,0.5925164803505545,2.066547335
RNA,ZFYVE16,0.21941889393287922,4.496960802
RNA,RIPOR1,0.2724376923456352,3.326978775
RNA,C6,0.7335254593694966,0.411034604
RNA,RAI14,0.03780669258894817,4.717928616
RNA,SOX30,0.24326188469581791,0.085020754
RNA,PNKP,0.28703813983910986,3.767940767
RNA,BEST2,0.8463483955218882,0.018705381
RNA,PHLPP2,0.6174828970793247,1.60990622
RNA,SPDL1,0.6079746990499783,2.632842852
