Type,geneName,pvalue1,median
RNA,ZNF195,0.08885753133116385,3.88813926
RNA,MYCBP2,0.9472155905254884,4.528627575
RNA,FBXL3,0.028418048200217955,4.378553239
RNA,ITGAL,0.6646444116621506,3.062330708
RNA,PDK2,0.7636708121277428,2.678763782
RNA,ITGA3,0.9619720135558487,5.156307619
RNA,ZFX,0.831418904888982,4.237594309
RNA,LAMP2,0.05376396189233859,6.033821615
RNA,ITGA2B,0.6762182834684054,0.379720761
RNA,ASB4,0.06560898150122522,0.265493306
RNA,GDE1,0.0030649397406733556,5.194382591
RNA,REX1BD,0.46561420244748253,4.141808784
RNA,CRLF1,0.5023692073224342,2.018242471
RNA,OSBPL7,0.003745005378683194,2.14357954
RNA,TMEM98,0.00044454738659966363,4.336704708
RNA,YBX2,0.25593779175447606,0.215682324
RNA,KRT33A,0.8070484557399691,0.0
RNA,MAP3K14,6.6405272907561945e-06,1.900196372
RNA,ABCC8,0.4542426353120904,0.13765172
RNA,CACNG3,0.27016604115367515,0.0
RNA,TMEM132A,0.003224488532447819,2.949127746
RNA,AP2B1,0.586230954022144,5.082851585
RNA,TAC1,0.20884100656730373,0.0
RNA,ZNF263,0.24563429691067878,4.191862655
RNA,CX3CL1,0.33787807193465036,2.212855671
RNA,SPATA20,0.08830528122156173,4.040611928
RNA,CACNA1G,0.08205923646942559,0.067755725
RNA,TNFRSF12A,0.22099548511133987,4.855800381
RNA,DLX6,0.024416234134401808,0.048978271
RNA,MAP3K9,0.021088572275584624,2.282573244
RNA,RALA,0.28203533958290794,3.871547984
RNA,BAIAP2L1,0.006403751882441032,3.912046221
RNA,KDM7A,0.5714642845520703,3.419189636
RNA,ETV1,0.0962359581918903,3.523085161
RNA,AGK,0.6656410159797972,4.016835025
RNA,ALDH3B1,0.1367618139850747,2.956569685
RNA,TTC22,0.06419231941238553,1.700777047
RNA,PHTF2,0.6940236620276805,3.656679413
RNA,CCL26,0.17706307829527831,0.609264211
RNA,FARP2,0.10678453822969133,4.079582916
RNA,USH1C,0.13137951728438488,0.196065617
RNA,GGCT,0.9566353003736529,5.371032566
RNA,DBF4,0.5262757665722504,3.035917697
RNA,TBXA2R,0.5154980685137114,0.16857529
RNA,IFRD1,0.3613008956904997,4.764988328
RNA,LGALS14,0.8627477949089593,0.0
RNA,COX10,0.7379029082805085,2.436503013
RNA,GTF2IRD1,0.0015236492671394598,2.566617911
RNA,PAF1,0.09077146150535355,3.310533533
RNA,VPS41,0.4588036178900865,5.573104844
RNA,ARHGAP44,0.06866707637314054,1.988630159
RNA,ELAC2,0.24853082980070612,4.154113294
RNA,SCIN,0.7576284016727725,2.727162432
RNA,ARSD,0.049981757782883496,3.988557451
RNA,PNPLA4,0.024949022271663283,2.468301788
RNA,MYH13,0.10339411803634517,0.009246832
RNA,ADIPOR2,0.9505262071589833,3.968072315
RNA,CDKL3,0.023827200003287467,0.815793456
RNA,UPP2,0.13911798353809016,0.14710347
RNA,PRSS21,0.5916380239793142,0.770376614
RNA,MARK4,9.100673384866591e-08,2.241940833
RNA,PROM1,0.004776398520637757,1.798150079
RNA,CCDC124,0.08979459311234798,3.000937447
RNA,CEACAM21,0.12393439114514797,0.986069381
RNA,PAFAH1B1,0.8025789376574262,5.590101953
RNA,NOS2,0.6013251644384732,0.164218612
RNA,DNAH9,0.7888973580464455,0.612639358
RNA,KIAA0100,0.13720076387123506,5.500005292
RNA,SLC13A2,0.5713965319038188,0.029264873
RNA,GAS7,0.7709542560130144,2.844013984
RNA,TRAPPC6A,0.01583258513549106,3.456655039
RNA,MATK,0.8002988588733626,1.138716189
RNA,CEACAM7,0.20357032268115857,0.303989942
RNA,CD79B,0.008198009602385524,1.81750047
RNA,SCN4A,0.16407454115038816,0.028403657
RNA,ST7L,0.9113874368997067,3.379680565
RNA,TKTL1,0.8196506865039609,0.040766211
RNA,PAX6,0.6066815318358636,0.114613561
RNA,RPUSD1,0.40722471168094865,2.638808324
RNA,RHBDF1,0.047785576421521175,3.15662475
RNA,LUC7L,0.25228245871888577,5.011831048
RNA,CACNA2D2,0.22008759245932855,1.703840467
RNA,BAIAP3,0.4516436389939472,1.049784089
RNA,TSR3,0.014744411309637937,3.973023425
RNA,PIGQ,0.01632607723033785,3.263549777
RNA,CRAMP1,0.0013451814038538308,2.21099973
RNA,TEAD3,0.000914566014291299,2.080510999
RNA,SELE,0.02817216580527189,0.627019369
RNA,DNAJC11,0.2828345646815403,3.719720106
RNA,FMO3,0.04429938836296753,2.589955195
RNA,MYLIP,0.11005894143749602,3.75113161
RNA,NOX1,0.0416710304758862,0.128237962
RNA,E2F2,0.001978655168676245,0.819081177
RNA,PSMB1,0.023608000810858103,6.538251024
RNA,SYN1,0.3016517177762985,0.098775269
RNA,JARID2,0.013715443093252825,2.477032244
RNA,CDKL5,0.3554334213229251,2.227750316
RNA,CAMK1G,0.9731602170322686,0.285261346
RNA,CDK11A,2.924429335423599e-06,3.206741671
RNA,NADK,0.022877084067242447,4.604563607
RNA,TFAP2B,0.8260328020013783,0.012166737
RNA,TFAP2D,0.6598590007398228,0.036064392
RNA,DLEC1,0.3925089686139489,1.037874166
RNA,CYTH3,0.42803587214927596,3.277855345
RNA,ADAM22,0.22355369647867065,1.091693065
RNA,SYPL1,0.6747898353301272,5.057125304
RNA,CYB561,0.901189027370513,4.297492252
RNA,SPAG9,0.5875098984421372,5.767186005
RNA,CELSR3,9.127523942306103e-05,0.617540166
RNA,AASS,0.3683589646099593,3.55482212
RNA,PLEKHG6,0.014874126827104662,1.764813218
RNA,SS18L2,0.10084097113963231,3.665699743
RNA,MPND,0.37573594761131357,2.068643298
RNA,MGST1,0.4566390619688011,5.844174717
RNA,CRY1,0.7600571957347995,3.005816746
RNA,PGLYRP1,0.037367762790745634,0.053287925
RNA,NFIX,0.9916102050001357,2.847119
RNA,ST3GAL1,0.39638504567127997,3.87048309
RNA,MMP25,6.493506640702045e-06,0.615976504
RNA,IL32,0.5181223294704236,4.918748771
RNA,PKD1,5.835998743395289e-07,2.768836434
RNA,MAPK8IP2,0.0008471825560091874,0.321551791
RNA,MED24,0.001822172889345103,3.701205253
RNA,RHOBTB2,0.4019664617918557,2.650863339
RNA,HEATR5B,0.30506403614729893,3.712793849
RNA,SEC62,0.24366475403056848,4.834857824
RNA,RPS20,0.15453196430447216,9.532601387
RNA,CSDE1,0.1449942594644184,7.121502436
RNA,UBE3C,0.35298495875836167,4.914038246
RNA,REV3L,0.41259829645091783,3.803650688
RNA,TENM1,0.3616316762899301,0.497752349
RNA,PAX7,0.46224237912636923,0.008152674
RNA,MASP2,0.18385968919963377,0.784878323
RNA,IYD,0.005263131416727637,0.91025373
RNA,FAM76A,0.8717413196413675,2.570987452
RNA,TRAF3IP3,0.8008767829850257,2.882414156
RNA,POMT2,5.426296557899204e-06,2.77382547
RNA,VTA1,0.14172038911335205,4.255039904
RNA,MLXIPL,2.248331706229278e-05,0.385413366
RNA,BAZ1B,0.4720479077594275,4.527727208
RNA,RANBP9,0.8409185455436463,4.058065344
RNA,ETV7,0.4627843012648485,2.029682568
RNA,SPRTN,0.26941224528222685,2.857758106
RNA,EEF1AKNMT,0.7577108788264648,3.413217655
RNA,DYRK4,0.9181419910693355,4.030141822
RNA,ZNF207,0.039056618301889785,6.475517821
RNA,UQCRC1,0.30781453449631613,5.427773762
RNA,STARD3NL,0.05205458287496741,4.253028662
RNA,CD9,0.015446613521708612,7.044131787
RNA,HHATL,0.16317253492521638,0.097400444
RNA,NCAPD2,0.039590798951765795,3.926957733
RNA,IFFO1,0.7419074194225785,1.865681314
RNA,GIPR,0.03961575030322964,0.989423884
RNA,PHF7,0.563669054178908,1.576251229
RNA,SEMA3G,0.8051734634803855,0.771355719
RNA,NISCH,0.09290080203792499,4.157876416
RNA,STAB1,0.3450996507206482,3.694568225
RNA,FUZ,0.998787389022293,2.158957408
RNA,SLC6A13,0.04251078849180289,0.255182852
RNA,IDS,0.33780544015676595,4.773701006
RNA,PRSS3,0.2618148683241138,0.202085417
RNA,ZNF200,0.17023580412442862,2.472503368
RNA,CD4,0.024805088107253345,3.786596362
RNA,LRRC23,0.0001579472668225883,2.677363909
RNA,BTK,0.2643716344477187,2.986547461
RNA,HFE,0.9386588459655263,2.764254848
RNA,SCMH1,0.3889644247449461,3.248375439
RNA,FYN,0.8227828697229428,4.576213733
RNA,HIVEP2,0.7530400453000149,3.022255944
RNA,FMO1,0.04049770950513365,1.237257771
RNA,ELOA,0.10538688812315389,3.924337464
RNA,LYPLA2,0.6039107262199082,4.104982373
RNA,CLCN6,0.019308274600574882,2.583213375
RNA,MRC2,0.5729606409856882,3.636647819
RNA,NME1-NME2,0.670353894527698,1.880838308
RNA,SLC6A7,0.016224738295831456,0.054466486
RNA,TSPAN9,0.938386281144509,3.240352495
RNA,BTBD7,0.8547607972055757,3.267475872
RNA,APBA3,0.004075606602737939,2.884734663
RNA,MKS1,0.36280141177997927,3.003127256
RNA,ABHD5,0.37957003480021834,3.618778978
RNA,ANOS1,0.008908465785849015,2.644202395
RNA,AKAP8L,0.008300172778263622,4.491949273
RNA,MBTD1,0.411910592767028,3.306756568
RNA,UTP18,0.6217931950093893,4.105996481
RNA,RNF216,0.01359193866816486,3.97977843
RNA,TTC19,0.8897934744223026,4.149909668
RNA,PTBP1,0.00039254639018395754,4.966407394
RNA,DPF1,0.1903460455414681,0.14774693
RNA,SYT7,0.3366261135836492,1.365166196
RNA,LARS2,0.5576133924825346,2.919778641
RNA,PIK3C2A,0.42597948546882436,4.644992586
RNA,PLAUR,0.3223428927542143,4.701942667
RNA,ANLN,0.0655458099131411,3.504569548
RNA,WIZ,3.899533276476771e-09,1.66021672
RNA,RABGAP1,0.06656240951407708,4.49209032
RNA,DCN,0.00015046368924270337,7.58943393
RNA,QPCTL,0.45104938861092825,1.493047794
RNA,PPP5C,0.0010197861818497383,4.042372931
RNA,CEP68,0.39383491228354894,2.833171439
RNA,MAP4K3,0.284372968638789,4.394191708
RNA,ZBTB32,0.003958467243034342,0.949540162
RNA,TYROBP,0.005451169038578601,5.016072827
RNA,TMEM159,0.01895809407263238,4.433126376
RNA,GABRA3,0.22797028799444902,0.057792666
RNA,BRCA1,0.02376536724132531,2.570348774
RNA,ERCC1,0.16672248037864096,4.392695222
RNA,CD22,0.13212488434453726,2.179380469
RNA,SEMA3B,0.6943402372463283,2.175256316
RNA,MBTPS2,0.9687946579704093,2.48437276
RNA,PRICKLE3,4.598150422468871e-05,2.170069264
RNA,LTF,0.09076321373055304,3.554232738
RNA,EXTL3,0.14126407836078392,2.446462693
RNA,NR1H4,0.3013580922507829,0.049120507
RNA,ELOVL5,0.6236642506922887,5.192916121
RNA,ALOX5,0.15140825207011907,4.009553206
RNA,KDM5D,0.33342035223115807,3.309701529
RNA,CALCOCO1,0.5935174944473554,4.860709584
RNA,UBR7,0.059005434929429126,3.306711371
RNA,MAP4K5,0.195266074271425,4.346077535
RNA,EHD3,0.780173506638663,1.599651051
RNA,PSMC4,0.9862612147202988,4.967961687
RNA,MAN2B2,0.2535306477475145,2.955065389
RNA,SLC7A14,0.6217864634556793,0.016012726
RNA,CLDN11,0.7806728961798579,0.840500295
RNA,SLC25A39,0.0014386963987550463,4.668306372
RNA,MVP,0.14428934540489033,6.189557734
RNA,NUB1,0.501018287608384,4.584824236
RNA,PGM3,0.5533636838493388,4.522909459
RNA,RWDD2A,0.5811963528833282,1.413382862
RNA,CLK1,0.10776655506249888,5.906717462
RNA,POLR3B,0.40854431542937153,2.293817762
RNA,ANGEL1,0.7829870268130593,2.842021409
RNA,RNF14,0.04613586857405633,4.563756078
RNA,DNASE1L1,0.23902312857596594,3.359365142
RNA,DDX11,9.642745622088399e-07,3.308155519
RNA,HEBP1,0.3197137203771751,3.322833823
RNA,GPRC5A,0.3033548619797515,5.344349176
RNA,MAMLD1,0.5743986061329567,0.585123112
RNA,CD6,0.2207870564652436,1.478940751
RNA,TACC3,3.123872608339184e-06,3.021923839
RNA,UFL1,0.1535082102828423,3.646220272
RNA,POLA2,0.06693031047167634,2.755588375
RNA,ZC3H3,3.3509017630323208e-06,1.757326266
RNA,CAPN1,0.013008717837154914,5.233815218
RNA,ACPP,0.48803450783226343,2.395216386
RNA,MDH1,0.14236820108721826,6.057194637
RNA,SLC30A9,0.28249020790953394,4.867155163
RNA,MTMR11,0.23360920644097483,2.35722261
RNA,COX15,0.38552811578182367,3.78648136
RNA,CCDC88C,1.5398106249375277e-06,3.970393538
RNA,YAF2,0.3181477348643393,3.540919995
RNA,ZMYND11,0.47421870117018994,4.489054762
RNA,WAS,0.01019147816787552,1.77316506
RNA,DPEP1,0.3612026679508149,0.872538813
RNA,BID,0.4628986220967868,4.004483415
RNA,MATR3,0.13119867572771876,7.106390199
RNA,NPC1L1,0.6386221787637093,0.060967371
RNA,XYLT2,0.23552379144339408,3.240567733
RNA,RGPD5,0.011763058341737957,4.527933592
RNA,STMN4,0.5366628221207757,0.0
RNA,NUDCD3,0.8197890041088489,4.955201193
RNA,ISL1,0.4030616661836631,0.026499806
RNA,CHDH,0.2616575055760908,1.632217022
RNA,IL20RA,0.2402339139245358,1.429749851
RNA,CLCA1,0.03281529770286829,0.0
RNA,CLCA4,0.7766824831688943,0.044339558
RNA,GLT8D1,0.06394328556130333,4.434134458
RNA,ATP2C1,0.6562785103175153,5.479579808
RNA,IGF1,0.2840873468939298,1.924818203
RNA,SLC38A5,0.5721573558490307,2.179600221
RNA,RALBP1,0.507499072783614,3.911049176
RNA,RUFY3,0.815564337570704,4.747833138
RNA,CNTN1,0.7350520540458811,1.734386637
RNA,SLC11A1,0.3717173273617278,3.169844849
RNA,WWTR1,0.016784427178918985,3.710911103
RNA,AGPS,0.6047048121842883,4.263778104
RNA,CXorf56,0.10821703191365654,4.107394949
RNA,ATP1A2,0.013101991552459745,0.204396171
RNA,TTC27,0.4182053969110986,3.102083626
RNA,ZNF582,0.029410713113034854,1.19483721
RNA,VSIG2,0.007531942712799265,2.351277789
RNA,PHLDB1,0.42901917872965256,4.04506722
RNA,MARCO,8.261291746422913e-06,3.506919245
RNA,CYP24A1,0.3511304388298947,1.460983648
RNA,PRDM11,0.014752223945479042,1.75827759
RNA,SYT13,0.573839028837902,0.150178807
RNA,SNAI2,0.6549201827733633,1.686451223
RNA,CD74,0.011245372346611113,9.114970798
RNA,HGF,0.04045531692084523,2.906151747
RNA,ZRANB1,0.6705406934857743,3.122666093
RNA,NCDN,0.520616555477249,2.401155315
RNA,ADGRA2,0.07380196038563487,1.237190454
RNA,ZFP64,0.013994290855118132,2.391388303
RNA,MNAT1,0.2937161137228844,4.789812702
RNA,SAMD4A,0.12629981138169963,3.111720769
RNA,RUNX3,2.256523155620748e-05,1.171001812
RNA,MRE11,0.448106154171131,3.771082684
RNA,PLEKHB1,0.22731239485975782,2.087361
RNA,SERPINB1,0.042690032873037485,5.394202
RNA,CYP3A43,0.7678545181925439,0.045149369
RNA,SLC7A9,0.0033157019255005814,0.223559708
RNA,SPAST,0.29256949903591,3.550826805
RNA,NRXN3,0.5500952382129333,1.441425048
RNA,OSBPL5,0.01323687688591418,2.530959664
RNA,AQR,0.32660333831699323,3.773500577
RNA,CPS1,0.2697433086533881,0.771750386
RNA,C8B,0.018993678002400316,0.18420538
RNA,FHL1,0.006296809483655206,2.972159585
RNA,RTF2,0.12807787731018117,5.116755655
RNA,GABRA1,0.11918415285338796,0.0
RNA,NLRP2,0.5045157077502964,1.183054515
RNA,SLC45A4,0.9297896185583049,3.355319379
RNA,RNF10,0.018066620369778415,5.161351609
RNA,ZNF839,0.0149176619122924,2.681773076
RNA,ZDHHC6,0.9971256640593685,3.871902774
RNA,GRAMD1B,0.2044281245693956,1.432799099
RNA,RNH1,0.5034883108931766,5.540938588
RNA,NDUFS1,0.16714782669681816,5.006841064
RNA,RB1CC1,0.3575255237632209,4.168168654
RNA,ERP44,0.7976796938667855,3.049008602
RNA,ALAS1,0.20706297794012052,4.210061509
RNA,BIRC3,0.0005308618060376486,3.880773671
RNA,AKAP11,0.6485048902775092,3.232913974
RNA,GLRX2,0.012622788287500939,3.092675967
RNA,SNAPC1,0.9576463322990216,2.403322266
RNA,DERA,0.17861510269825448,4.390158636
RNA,STRAP,0.18856723197528358,5.138282041
RNA,ABCC2,0.002030916226291119,0.606460232
RNA,DEF6,0.2647118109271187,3.455066772
RNA,PLEKHO1,0.9173535194424467,3.906592408
RNA,GCLM,0.8315800112075356,2.785613322
RNA,UBR2,0.20834236393405575,3.802813598
RNA,EHD2,0.005056182845136049,2.662829849
RNA,DEPDC1,0.5758514133222696,1.616898724
RNA,CCDC28A,0.027080269723002485,3.523361219
RNA,RRAGD,0.07909743763206854,3.128829527
RNA,HSF2,0.7094833988575611,2.774289475
RNA,PHF20,0.002541351996373956,4.201586816
RNA,HSD17B6,0.011215331733738334,2.510280908
RNA,NR1H3,0.23646149417132378,3.872208218
RNA,TYMP,0.0009167117157297816,6.009752493
RNA,NCAPH2,0.07138298229032056,3.912515744
RNA,TOMM34,0.3224944033942722,2.913739617
RNA,SEC63,0.9288427460161206,4.509702175
RNA,KPNA6,0.04184924794115758,3.994923613
RNA,VIM,0.0066377313461963945,7.959793335
RNA,RTEL1-TNFRSF6B,0.00010133289253233097,1.532132402
RNA,FAS,0.008265300638926408,3.977115035
RNA,RNASET2,0.2989246375089256,5.248098349
RNA,CD44,0.9864051412646712,7.070013577
RNA,KCNG1,0.02099017898842343,0.124566359
RNA,AGPAT4,0.9855807647048066,2.259374941
RNA,SLAMF7,0.45115140197457404,3.092227739
RNA,BTN3A1,0.11873605426802541,4.64949475
RNA,MIPEP,0.6693215792314433,2.685659877
RNA,PRKCH,0.41284465815474714,4.279738712
RNA,INSRR,0.0426123489349421,0.010774111
RNA,IFNGR1,0.09597798649945849,5.859559633
RNA,B4GALT7,0.7718207945690391,3.430017587
RNA,SH2D2A,0.06380893870115845,1.157871567
RNA,VRK2,0.4491460806992442,3.431532036
RNA,TNFRSF1B,0.07158213672620076,3.058016841
RNA,VEZT,0.6266578290994684,5.487695355
RNA,POU2F2,0.048686042178835404,0.885108879
RNA,BRD9,0.0016644975086645504,4.106968016
RNA,SNX1,0.5377077542321708,4.745646092
RNA,TBPL1,0.09498179526083707,3.57244103
RNA,ARNTL2,0.8406577959638823,2.828176606
RNA,BCLAF1,0.9897313841659126,6.11709033
RNA,SLC39A9,0.48355637028991827,4.369927067
RNA,ANK1,0.25125510792649913,0.30670204
RNA,IBSP,0.5094287978723855,0.17687804
RNA,TFB1M,0.8525292711780138,3.54098197
RNA,RABEP1,0.37922710742465393,4.044210492
RNA,HMGB3,0.43133176324175526,4.922107439
RNA,NUP160,0.7571370909166278,4.414981143
RNA,BAK1,0.7683141804133733,3.07985765
RNA,MUSK,0.0066553964039814135,0.470808589
RNA,IKZF2,0.7766168392220583,3.70202581
RNA,GRN,0.2002352377907657,6.868304017
RNA,FAM13B,0.9212570594905009,4.017396386
RNA,ARHGAP31,0.04549747872032237,2.47187157
RNA,CENPQ,0.21596061450850645,2.057211103
RNA,SARS,0.19832924963315207,5.5892901
RNA,RANBP3,0.0431976129125653,3.68292157
RNA,ARID4A,0.3324792965623816,3.38877504
RNA,EIPR1,0.8293526543177373,3.709808942
RNA,PNPLA6,0.0012178237248195664,3.493544866
RNA,IFT88,0.9560927430364975,3.041148342
RNA,ALG1,0.23432160368748017,3.429144585
RNA,ZCCHC8,0.09148215788115073,3.580531438
RNA,ABCF2,0.22741410898469552,2.725590663
RNA,CHPF2,0.007920030196134874,3.732670797
RNA,LRRC7,0.9119550668166769,0.280202116
RNA,FUT8,0.16872661616253387,4.857070317
RNA,UBA6,0.8844267643437177,4.799196126
RNA,GAB2,0.5102586922279357,2.38604388
RNA,ATP6V0A1,0.008844872562365273,4.550223473
RNA,PIAS1,0.7742037360627079,3.729411376
RNA,SLC4A7,0.6206843761813912,4.343208816
RNA,APBA2,0.5118692993122752,2.172740317
RNA,MAP2K3,0.003068881995608393,3.257685026
RNA,EFCAB1,0.0024101991563271036,1.134050041
RNA,TMSB10,0.022155193201307717,10.71961984
RNA,ASTE1,0.059342269353149596,2.329717778
RNA,RNF19A,0.40618568959137813,5.750472519
RNA,PEX3,0.09314398550808688,3.063247514
RNA,GABARAPL2,0.008554885424504798,5.310561889
RNA,MYOC,0.0004028735607164506,0.09729256
RNA,SH3YL1,0.09837519449345346,4.973243897
RNA,FAM136A,0.5023197113975842,4.105091361
RNA,VCL,0.1115594270861738,4.782523892
RNA,DEPDC1B,0.6471369414571566,1.655709023
RNA,DAPK2,0.5558083667449545,2.882077598
RNA,NSMAF,0.06107981266144719,4.286348908
RNA,ADSS,0.18692837823471994,4.728219851
RNA,STAP1,0.3617071159337588,1.09966551
RNA,TIMP2,0.4425758876070225,4.269115456
RNA,RFC1,0.5663276299217156,4.352807951
RNA,TBC1D23,0.48394278379335254,4.132946928
RNA,CUL3,0.799630257505329,4.736826728
RNA,MYOM2,0.1069466727980794,0.96645557
RNA,OTC,0.0014216501381746221,0.044403912
RNA,CYP46A1,0.021223471862272046,0.382794503
RNA,AC118549.1,0.577687192212077,4.476452978
RNA,SLC18A1,0.04650953533959864,0.038329415
RNA,USP2,0.0667731236598119,0.522881345
RNA,CASR,0.09567287053785992,0.055817587
RNA,TUBG2,0.00010308935615495747,2.479735002
RNA,RPL26L1,0.005896146273253923,4.10844082
RNA,FLT4,0.8898453750922536,1.668999545
RNA,NSUN2,0.03422139237437277,4.780336349
RNA,FBXO42,0.5511318210269713,2.996068715
RNA,MFAP3,0.38407229641319496,4.179407542
RNA,MRI1,0.00014135039348178553,3.131737631
RNA,METTL1,0.02070566025505681,2.743657141
RNA,HOXC8,0.004437914307664388,0.079623191
RNA,AGA,0.05196173307657412,3.891574725
RNA,PI4K2B,0.04764433370753689,3.735153875
RNA,BOD1L1,0.8296143332163852,4.006019692
RNA,MAT2B,0.0005967883518894652,4.969357739
RNA,TLL1,0.2552778783991657,0.945902804
RNA,EDC4,5.5570356763636216e-05,3.38825981
RNA,TRIO,0.08728998680985231,6.189253297
RNA,VCAN,0.05142476898131154,5.672626174
RNA,CLEC16A,0.13618036971385497,3.206397857
RNA,MSR1,0.012340437560917291,4.929085571
RNA,CDH1,0.6796873143216826,5.754155282
RNA,MTREX,0.39829896810274135,4.57655237
RNA,DNAH5,0.3757687733043429,2.066547335
RNA,ZFYVE16,0.45968149614945586,4.496960802
RNA,RIPOR1,3.579912623981316e-07,3.326978775
RNA,C6,0.01311776031269562,0.411034604
RNA,RAI14,0.34599972384315236,4.717928616
RNA,SOX30,0.060843120346795815,0.085020754
